N do Patrimonio,Descricao do Bem,Quantidade,Localizacao,N Nota Fiscal,Data de Aquisicao,Data  de  Saida,Fornecedor,Valor R$,Grau de Depreciacao
0383,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0384,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0385,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0386,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0387,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0388,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0389,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0390,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0391,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0392,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0393,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0394,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0395,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0396,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0397,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0398,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0399,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0400,Mesa Escolar do Professor,1,Sala Azul 3,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 509.00,A - otimo
0401,Quadro Branco Graphisko luxo 200 x 120,1,Sala Azul 3,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0402,Cesto de Lixo Marfinite modelo H40,1,Sala Azul 3,,5/8/2012,,,R$ 72.90,A - otimo
0403,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 3,,5/8/2012,,,R$ 149.90,A - otimo
0404,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 3,,5/8/2012,,,R$ 149.90,A - otimo
0405,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 3,,5/8/2012,,,R$ 149.90,A - otimo
0406,Quadro Branco Graphisko luxo 200 x 120,1,Sala Azul 4,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0407,Cadeira Plastica Azul L 460 x A 400\ Encosto L 460 x A 310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0408,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0409,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0410,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0411,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0412,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0413,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0414,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0415,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0416,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0417,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0418,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0419,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0420,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0421,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0422,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0423,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0424,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0425,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0426,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0427,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0428,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0429,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0430,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0431,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0432,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0433,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0434,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0435,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0436,Cadeira Universitaria Plastica Azul  A460x400E460x310,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0437,Cesto de Lixo Marfinite modelo H40,1,Sala Azul 4,,5/8/2012,,,R$ 72.90,A - otimo
0438,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 4,,5/8/2012,,,R$ 149.90,A - otimo
0439,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 4,,5/8/2012,,,R$ 149.90,A - otimo
0440,Ventilador de Parede Qualitas Q 500P,1,Sala Azul 4,,5/8/2012,,,R$ 149.90,A - otimo
0441,Mesa Escolar do Professor,1,Sala Azul 4,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 509.00,A - otimo
0442,Longarina 3 Lugares L460 x P500 Encosto L460 x P500,1,2º Andar Azul,,5/21/2008,,C.da Mota Maciel,R$ 509.00,A - otimo
0443,Longarina 5 Lugares L460 x P500 Encosto L460 x P500,1,2º Andar Azul,,5/21/2008,,C.da Mota Maciel,R$ 848.33,A - otimo
0444,Quadro Ir Dulce da Bahia Mae dosPobres de Marco Rabello,1,2º Andar Azul,,5/8/2012,,,R$ 580.00,A - otimo
0445,Cadeira Plastica Amarela L 460 x A 400\ Encosto L 460 x A 310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0446,Cadeira Plastica Amarela L 460 x A 400\ Encosto L 460 x A 310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0447,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0448,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0449,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0450,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0451,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0452,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0453,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0454,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0455,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0456,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0457,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0458,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0459,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0460,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0461,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0462,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0463,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0464,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0465,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0466,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0467,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0468,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0469,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0470,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0471,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0472,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0473,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0474,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0475,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0476,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0477,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0478,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0479,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0480,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0481,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0482,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0483,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0484,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0485,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0486,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0487,Ventilador de Parede Qualitas Q 500P,1,Sala Amarela 1,,5/8/2012,,,R$ 149.90,A - otimo
0488,Ventilador de Parede Qualitas Q 500P,1,Sala Amarela 1,,5/8/2012,,,R$ 149.90,A - otimo
0489,Ventilador de Parede Qualitas Q 500P,1,Sala Amarela 1,,5/8/2012,,,R$ 149.90,A - otimo
0490,Mesa Escolar do Professor,1,Sala Amarela 1,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 509.00,A - otimo
0491,Quadro Branco Graphisko luxo 200 x 120,1,Sala Amarela 1,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0492,Ventilador de Parede Qualitas Q 500P,1,Sala Amarela 1,,5/8/2012,,,R$ 149.90,A - otimo
,Tapete para Tatame,48,Sala Amarela 1,,5/8/2012,,,R$ 735.00,A - otimo
0493,Cadeira Plastica Amarela L 460 x A 400\ Encosto L 460 x A 310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 75.00,A - otimo
0494,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0495,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0496,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0497,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0498,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0499,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0500,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0501,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0502,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0503,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0504,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0505,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0506,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0507,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0508,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0509,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0510,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0511,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0512,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0513,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0514,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0515,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0516,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0517,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0518,Cadeira Universitaria Plastica Amarela  A460x400E460x310,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 110.81,A - otimo
0519,Quadro Branco Graphisko luxo 200 x 120,1,Sala Amarela 2,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0520,Ventilador de Parede Qualitas Q 500P,1,Sala Amarela 2,,5/8/2012,,,R$ 149.90,A - otimo
0521,Ventilador de Parede Qualitas Q 500P,1,Sala Amarela 2,,5/8/2012,,,R$ 149.90,A - otimo
0522,Ventilador de Parede Qualitas Q 500P,1,Sala Amarela 2,,5/8/2012,,,R$ 149.90,A - otimo
0523,Mesa Escolar do Professor,1,Sala Amarela 2,2196,5/8/2012,,Mobko Ind e Com de Moveis,R$ 509.00,A - otimo
0524,Cesto de Lixo Marfinite modelo H40,1,Sala Amarela 2,,5/8/2012,,,R$ 72.90,A - otimo
0525,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0526,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0527,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0528,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0529,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0530,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0531,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0532,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0533,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0534,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0535,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0536,Cadeira de Madeira,1,Sala Corte Costura,,5/8/2012,,,R$ 69.40,B- Bom
0537,Mesa para corte 110 x 220 x 78,1,Sala Corte Costura,,5/8/2012,,,R$ 488.00,B- Bom
0538,overloque modelo TAFFAX,1,Sala Corte Costura,Doacao,,,Doacao,R$ 1800.00,C-Regular
0539,overloque modelo TAFFAX,1,Sala Corte Costura,Doacao,,,Doacao,R$ 1800.00,C-Regular
0540,overloque modelo TAFFAX,1,Sala Corte Costura,Doacao,,,Doacao,R$ 1800.00,C-Regular
0541,overloque modelo TAFFAX,1,Sala Corte Costura,Doacao,,,Doacao,R$ 1800.00,C-Regular
0542,Maquina Costura Singer modelo Exata,1,Sala Corte Costura,Doacao,,,Doacao,R$ 350.00,C-Regular
0543,Maquina Costura Janone modelo 2008,1,Sala Corte Costura,000.001.937,3/30/2015,,SBMAQ. DE CoSTURAS,R$ 634.99,A - otimo
0544,Maquina Costura Janone modelo 2008,1,Sala Corte Costura,000.001.937,3/30/2015,,SBMAQ. DE CoSTURAS,R$ 634.99,A - otimo
0545,Maquina Costura Janone modelo 2008,1,Sala Corte Costura,000.001.937,3/30/2015,,SBMAQ. DE CoSTURAS,R$ 634.99,A - otimo
0546,Gabinete para Maquina de Costura 57 x 327 x 76,1,Sala Corte Costura,,5/9/2012,,,R$ 156.99,A - otimo
0547,Gabinete para Maquina de Costura 57 x 463 x 76,1,Sala Corte Costura,,5/9/2012,,,R$ 156.99,A - otimo
0548,Maquina Costura Singer modelo Ponto de ouro,1,Sala Corte Costura,,5/9/2012,,,R$ 320.00,C-Regular
0549,Maquina Costura Singer modelo Zig Zag,1,Sala Corte Costura,,5/9/2012,,,R$ 100.00,C-Regular
0550,Maquina Costura Singer modelo Zig Zag,1,Sala Corte Costura,,5/9/2012,,,R$ 100.00,C-Regular
0551,Maquina Costura Elgin modelo Zig Zag,1,Sala Corte Costura,,5/9/2012,,,R$ 220.00,C-Regular
0552,Maquina Costura Singer modelo linhaceira,1,Sala Corte Costura,,5/9/2012,,Doacao,R$ 100.00,C-Regular
0553,Maquina Costura Pfaff Antiga 31,1,Sala Corte Costura,,5/9/2012,,Doacao,R$ 200.00,C-Regular
0554,Maquina Costura modelo Vigorelli Antiga,1,Sala Corte Costura,,5/9/2012,,Doacao,R$ 250.00,C-Regular
0555,Ventilador de parede Arno 40cm,1,Sala Corte Costura,,5/9/2012,,,R$ 149.90,A - otimo
0556,Ventilador de Parede Procel 60cm,1,Sala Corte Costura,,5/9/2012,,,R$ 149.90,A - otimo
0557,Quadro Branco  120 x 90,1,Sala Corte Costura,3111,6/13/2012,,Sartec,R$ 138.44,A - otimo
0558,Armario de Aço guarda Volume 8 portas,1,Sala Corte Costura,,,,Doacao,R$ 480.00,C-Regular
0559,Armario duas portas 90 x 150,1,Sala Corte Costura,,,,Doacao,R$ 100.00,C-Regular
0560,Cesto de Lixo Marfinite modelo H40,1,Sala Corte Costura,,5/8/2012,,,R$ 149.90,A - otimo
0561,Cadeira para Cabeleireiro Pentapé Futurama,1,Sala Corte de Cabelo,Doacao,5/22/2008,,Doacao,R$ 642.00,A - otimo
0562,Cadeira para Cabeleireiro Pentapé Futurama,1,Sala Corte de Cabelo,Doacao,5/22/2008,,Doacao,R$ 642.00,A - otimo
0563,Cadeira para Cabeleireiro Pentapé Futurama,1,Sala Corte de Cabelo,Doacao,5/22/2008,,Doacao,R$ 642.00,A - otimo
0564,Cadeira para Cabeleireiro Pentapé Futurama,1,Sala Corte de Cabelo,Doacao,5/22/2008,,Doacao,R$ 642.00,A - otimo
0565,Cadeira para Cabeleireiro Taubate,1,Sala Corte de Cabelo,Doacao,5/22/2008,,Doacao,R$ 340.00,B - Bom
0566,Carrinho Auxiliar com 3 Bandejas Plasticas,1,Sala Corte de Cabelo,Doacao,5/22/2008,,Doacao,R$ 158.00,A - otimo
